,latitude,longitude,address,address2,city,state,country,zip,id,contact_number,email_id,gym_name
40,28.82048,-81.78042,10700 US Hwy 441,,Leesburg,Florida,US,34788,974,(352) 742-2008,LeesburgFL@anytimefitness.com,Leesburg (US Hwy 441)
41,37.7831,-122.27172,951 Marina Village Pkwy,,Alameda,California,US,94501,4301,(510) 263 9574,AlamedaCA2@anytimefitness.com,Alameda
42,44.31214,-94.45854,512 1st  St S,,New Ulm,Minnesota,US,56073,1176,(507) 354-0700,NewUlmMN@anytimefitness.com,New Ulm
43,39.30562,-85.2157,10 Bedel Blvd,,Batesville,Indiana,US,47006,2019,(812) 932-3055,BatesvilleIN@anytimefitness.com,Batesville
44,34.40182,135.2994,羽倉崎1-3-30 1F,,泉佐野市,大阪府,JP,〒598-0046,JP-1557,072-468-6150,af_izumisano547_info@anytimefitness.jp,泉佐野市 (泉佐野店)
45,41.23671,-81.81981,3714 Center Rd,,Brunswick,Ohio,US,44212,1173,(330) 220-4446,BrunswickOH@anytimefitness.com,Brunswick
46,43.3179849,-90.3631583,100 Richland Square,,Richland Center,Wisconsin,US,53581,3720,(608) 383-1707,RichlandCenterWI@anytimefitness.com,Richland Center
47,35.24117,136.84648,中之郷天神8-1 2F,,北名古屋市,愛知県,JP,〒481-0045,JP-2585,0568-48-0688,af_nishiharu821_info@anytimefitness.jp,北名古屋市 (西春店)
48,34.73947,135.41831,名神町2-3-18 1F,,尼崎市,兵庫県,JP,〒661-0021,JP-1369,06-6439-7804,af_ameishin360_info@anytimefitness.jp,尼崎市 (尼崎名神店)
49,34.50245,135.59263,寿町3-4-11 1F,,富田林市,大阪府,JP,〒584-0031,JP-1559,0721-55-3844,af_tondabayashi549_info@anytimefitness.jp,富田林市 (富田林店)
50,53.47754,-2.23358,Unit 4A Piccadilly Place,,Manchester Central (Piccadilly),North West,GB,M1 3BN,UK-0477,0161 526 4877,manchestercentral@anytimefitness.co.uk,Manchester Central (Piccadilly)
51,5.39614,100.29062,"6G-3-3,4,5,6&7, All Seasons Place, Lebuh Thean Teik, Air Itam",,George Town,Penang,MY,11500,MY-0102,,AllSeasonsPlace@anytimefitness.my,All Seasons Place
52,44.87733,-98.51837,519 1/2 N Main St,,Redfield,South Dakota,US,57469,1189,(605) 302-0130,RedfieldSD@anytimefitness.com,Redfield
53,-33.75836,150.99294,21-23 Old Northern Road,,Baulkham Hills,New South Wales,AU,2153,AU-1114,0478 041 020,baulkhamhills@anytimefitness.com.au,Baulkham Hills
54,35.50598,139.66125,鶴見区東寺尾6-18-39 1F,,横浜市,神奈川県,JP,〒230-0077,JP-1670,045-716-8651,af_higashiterao659_info@anytimefitness.jp,横浜市 (東寺尾店)
55,34.76297,137.36588,花田町字越水29-1 1F,,豊橋市,愛知県,JP,〒441-8019,JP-2576,0532-21-7878,af_toyohashi812_info@anytimefitness.jp,豊橋市 (豊橋店)
56,-33.79514,151.28481,3-5 Pittwater Rd,,Manly,New South Wales,AU,2095,AU-1095,02 9976 3607,manly@anytimefitness.com.au,Manly
57,34.49721,135.73607,曽大根1-16 1F,,大和高田市,奈良県,JP,〒635-0055,JP-1621,0745-49-0640,af_naratakada612_info@anytimefitness.jp,奈良市 (奈良高田店)
58,-33.75246,150.91492,Unit 1/152 Sunnyholt Road,,Kings Park,New South Wales,AU,2148,AU-1237,0475 045 485,kingspark@anytimefitness.com.au,Kings Park
59,35.41561,139.56051,港南区下永谷6-2-11 1F,,横浜市,神奈川県,JP,〒233-0016,JP-1249,045-410-6237,af_shimonagaya248_info@anytimefitness.jp,横浜市 (下永谷店)
60,34.5525,135.7975,阪手661-1 1F,,磯城郡田原本町,奈良県,JP,〒636-0247,JP-1622,0744-48-0231,af_tawaramoto610_info@anytimefitness.jp,田原本町 (奈良田原本店)
61,30.68406,-97.72191,105 Wildwood Dr.,,Georgetown,Texas,US,78633,1044,(512) 863-9990,GeorgetownTX@anytimefitness.com,Georgetown
62,-35.45784,149.09324,12 Sidney Nolan Street,,Lanyon,Australian Capital Territory,AU,2906,AU-1285,0404 528 844,lanyon@anytimefitness.com.au,Lanyon
63,-34.99449,138.82102,"2A, 37 Onkaparinga Valley Road",,Balhannah,South Australia,AU,5254,AU-1511,08 8423 6160,balhannah@anytimefitness.com.au,Balhannah
64,52.54347,-0.30185,Unit 30-33 Ortongate,,Peterborough,East Midlands,GB,PE2 5TD,UK-0299,01733530678,peterborough@anytimefitness.co.uk,Peterborough
65,45.3916,-73.5878,520 Voie De La Desserte,,Saint-Constant,Quebec,CA,J5A 2S6,9900024,450 633 1000,stconstant@anytimefitness.quebec,Saint-Constant
66,34.60094,135.83521,川原城町303-2 1F,,天理市,奈良県,JP,〒632-0016,JP-1623,0743-86-4013,af_tenri611_info@anytimefitness.jp,天理市 (奈良天理店)
67,33.07165,-112.04656,21116 N John Wayne Pkwy B3,,Maricopa,Arizona,US,85139,117,(520) 568-5226,MaricopaAZ@anytimefitness.com,Maricopa
68,39.92132,-83.74973,151 Tuttle Rd,,Springfield,Ohio,US,45505,1013,(937) 717-0103,SpringfieldOH@anytimefitness.com,Springfield (Tuttle Rd)
69,-37.68946,144.6028,"Unit 5b, 72-84 High St",,Melton,Victoria,AU,3337,AU-1072,0484770032,melton@anytimefitness.com.au,Melton
70,33.99798,-81.00315,2808 Devine St,,Columbia,South Carolina,US,29205,876,(803)  546- 8578,Devine@anytimefitness.com,Columbia (Devine St)
71,38.5669,140.94063,古川穂波7-2-15 アクロスプラザ古川南敷地内 1-2F,,大崎市,宮城県,JP,〒989-6136,JP-2670,0229-25-6303,af_furukawa906_info@anytimefitness.jp,大崎市 (アクロスプラザ古川南店)
72,16.04606,120.32863,"2nd Floor, Rotonda Square, Judge Jose De Venecia ext. Dagupan Pangasinan 2400",,Dagupan,Pangasinan,PH,,PH-0193,0961 648 1904,Dagupan@anytimefitness.ph,Dagupan
73,34.46579,135.57559,市町730-1 1F,,河内長野市,大阪府,JP,〒586-0002,JP-1624,0721-55-4088,af_kawachinagano613_info@anytimefitness.jp,河内長野市 (河内長野店)
74,-33.78,150.81309,7/11 John Hines Ave,,Minchinbury,New South Wales,AU,2770,AU-1601,0474634997,minchinbury@anytimefitness.com.au,Minchinbury
75,-33.68532,150.95249,Woolworths Kellyville North,,North Kellyville,New South Wales,AU,2155,AU-1506,0434 415 459,northkellyville@anytimefitness.com.au,North Kellyville
76,1.32368,103.92218,750 Chai Chee Road,,"Bedok, District 16",South East,SG,469000,SG-0125,89522513,ChaiChee@anytimefitness.sg,Chai Chee
77,33.2861,130.51834,本山1-10-10 2F,,久留米市,福岡県,JP,〒830-0056,JP-1378,0942-64-9812,af_kkamitsu367_info@anytimefitness.jp,久留米市 (久留米上津店)
78,51.827,4.6835,Markt 167A,,Papendrecht,Zuid-Holland,NL,3351 PA,NL-1190,+31 6 20 78 92 86,papendrecht@anytimefitness.nl,Papendrecht
79,28.57979,77.36578,Plot No C3,,Noida,Uttar Pradesh,IN,201201,IN-1196,+91 9773501123 +91 9773501124,51.noida@anytimefitness.in,"Noida, Sector 51"
80,41.70463,-93.62666,2505 SW White Birch Dr,,Ankeny,Iowa,US,50023,2828,515-965-4246,AnkenyIA2@anytimefitness.com,Ankeny (SW White Birch Dr)
81,36.2511,-93.12287,115 Industrial Park Rd,,Harrison,Arkansas,US,72601,4117,(870) 416-3606,HarrisonAR@anytimefitness.com,Harrison
82,41.24786,-96.19567,1121 S 180th St,,Omaha,Nebraska,US,68130,122,(402) 934-5488,OmahaNE@anytimefitness.com,Omaha (S 180th St)
83,-32.9885,151.69133,5 Pacific Highway,,Gateshead,New South Wales,AU,2290,AU-1349,0480 120 938,gateshead@anytimefitness.com.au,Gateshead
84,-33.76858,151.02853,328-336 North Rocks Road,,North Rocks,New South Wales,AU,2151,AU-1487,0402 226 436,northrocks@anytimefitness.com.au,North Rocks
85,26.20703,127.76349,東浜68-1-2 2F,,島尻郡与那原町,沖縄県,JP,〒901-1304,JP-2902,098-943-7085,af_agarihama1113_info@anytimefitness.jp,与那原町 (マリンプラザあがり浜店)
86,34.50833,135.76437,曲川町6-11-1 1F,,橿原市,奈良県,JP,〒634-0837,JP-1679,0744-48-0730,af_narakashihara667_info@anytimefitness.jp,橿原市 (奈良橿原店)
87,35.56134,139.71346,西蒲田8-4-16 ウィステリアビル1　2-3F,,大田区,東京都,JP,〒144-0051,JP-1291,03-6715-7092,af_wkamata284_info@anytimefitness.jp,大田区 (西蒲田店)
88,34.00943,-83.85102,1654 Atlanta Hwy,,Auburn,Georgia,US,30011,1234,(770) 339-0134,AuburnGA@anytimefitness.com,Auburn
89,43.1861,-89.2544,2352 Montana Ave.,,Sun Prairie,Wisconsin,US,53590,593,(608) 834-1222,SunPrairieWI@anytimefitness.com,Sun Prairie
90,28.55941,77.37966,"KO-08, 09, 2nd Floor, Sector 49",,Noida,Uttar Pradesh,IN,201301,IN-1143,"+919355194800, +91 9355194900",49.noida@anytimefitness.in,"Noida, Sector- 49"
91,46.60143,-120.5851,5611 Summitview Ave,,Yakima,Washington,US,98908,1057,(509) 965-0900,YakimaWA@anytimefitness.com,Yakima (Summitview Ave)
92,-6.24884,106.95707,"Commercial Area Grand Kota Bintang, level 2. Jl. KH. Noer Ali No.1G, RT.004/RW.002,",,Jakasampurna,Bekasi,ID,17145,ID-0067,,GrandKotaBintang@anytimefitness.id,Grand Kota Bintang
93,-6.197,106.70295,"One District at Puri, Jl. Metland, RT.001/RW.005, Parung Jaya, Kec.  Karang Tengah,",,Banten,Tangerang,ID,15159,ID-0054,,OneDistrictPuri@anytimefitness.id,One District at Puri
94,27.58918,-80.41492,755 27th Ave SW,,Vero Beach,Florida,US,32968,1267,(772) 562-5090,VeroBeachFL@anytimefitness.com,Vero Beach
95,35.92787,-89.87683,101 North Service Rd,,Blytheville,Arkansas,US,72315,4375,(870) 824-5490,BlythevilleAR@anytimefitness.com,Blytheville
96,41.84269,12.48263,Via Nicola Spedalieri 57-59,,Roma,Roma,IT,00142,IT-0071,3936044180,romamontagnola@anytimefitness.it,Roma (Montagnola)
97,-37.89799,144.72868,"Tenancy 2, 225-229 Sneydes Road",,Point Cook,Victoria,AU,3030,AU-1372,03 7379 7537,pointcook@anytimefitness.com.au,Point Cook
98,41.84213125,-79.1443766,74 Market St,,Warren,Pennsylvania,US,16365,4881,(814) 406-5710,WarrenPA@anytimefitness.com,Warren
99,34.10641,-83.70303,6055 Hwy 124 W,,Hoschton,Georgia,US,30680,1233,(706) 654-2909,HoschtonGA@anytimefitness.com,Hoschton
100,35.222721,-81.035614,901 South Point Rd,,Belmont,North Carolina,US,28012,4915,9802774364,BelmontNC@anytimefitness.com,Belmont
101,43.10261,-73.51369,1169 NY-29,,Greenwich,New York,US,12834,4546,(802) 379-5725 ,GreenwichNY@anytimefitness.com,Greenwich
102,41.13521,14.77283,Piazza Leonida Bissolati 14,,Benevento,Benevento,IT,82100,IT-0075,3773381919,benevento@anytimefitness.it,Benevento
103,34.76001,135.34265,上ヶ原九番町2-102 1F,,西宮市,兵庫県,JP,〒662-0883,JP-1689,0798-39-7145,af_uegahara677_info@anytimefitness.jp,西宮市 (西宮上ヶ原店)
104,35.66607,139.63945,下高井戸1-7-7 スタープラザ 1F,,杉並区,東京都,JP,〒168-0073,JP-1284,03-6379-1852,af_shimotakaido272_info@anytimefitness.jp,杉並区 (下高井戸店)
105,35.6378,139.30537,椚田町560-2 1F,,八王子市,東京都,JP,〒193-0942,JP-1727,042-673-6540,af_mejirodai715_info@anytimefitness.jp,Hachioji Shi (八王子めじろ台店)
106,-33.95834,151.14636,383 West Botany Street,,Rockdale,New South Wales,AU,2216,AU-1200,0400 419 377,rockdale@anytimefitness.com.au,Rockdale
107,33.97795,130.94355,椋野町3-11-6,,下関市,山口県,JP,〒751-0816,JP-2678,083-250-6747,af_mukuno914_info@anytimefitness.jp,下関市 (下関椋野店)
108,35.42585,139.52718,泉区岡津町148-1 2F,,横浜市,神奈川県,JP,〒245-0003,JP-2746,045-827-3961,af_okazucho981_info@anytimefitness.jp,横浜市 (岡津町店)
109,42.7170481,-88.9908766,2600 Humes Rd,,Janesville,Wisconsin,US,53545,2000,(608) 756-0007,janesvillewi@anytimefitness.com,Janesville
110,44.019965,-79.803934,55 Queen St S,,Tottenham,Ontario,CA,L0G 1W0,4806,905 251 0756,TottenhamON@anytimefitness.ca,Tottenham
111,-42.87975,147.32656,71 Bathurst Street,,Hobart,Tasmania,AU,7000,AU-1555,0466 411 417,hobart@anytimefitness.com.au,Hobart
112,28.70446,77.19527,"B-4/8, 1st Floor, Model Town",,New Delhi,Delhi,IN,110009,IN-1001,+918527517171,modeltown.delhi@anytimefitness.in,"New Delhi, Model Town- 1"
113,44.31479,-79.88408,3 Massey St,,Angus,Ontario,CA,L0M 1B0,3638,(705) 516-0605,AngusON@anytimefitness.ca,Angus
114,30.50447,-90.58093,19115 Florida Blvd,,Albany,Louisiana,US,70711               ,1314,(225) 567-2626,AlbanyLA@anytimefitness.com,Albany
115,35.00435,135.7484,中京区四条通大宮西入錦大宮町130 メゾンドール四条大宮 B1,,京都市,京都府,JP,〒604-8365,JP-2759,075-366-0245,af_shijoomiya994_info@anytimefitness.jp,京都市 (四条大宮店)
116,19.31956,-98.209,"Carr. Ocotlán - Santa Ana 8, Colonia Industrial, Chiautempan, Tlaxcala",,Tlaxcala,Tlaxcala,MX,90800,MX-1115,,plazaocotlan.tlax@anytimefitness.com.mx,Tlaxcala (Plaza Ocotlán)
117,34.63365,135.5597,平野区加美北7-10-36 1F,,大阪市,大阪府,JP,〒547-0001,JP-1678,06-6796-7748,af_kamikita666_info@anytimefitness.jp,大阪市 (平野加美北店)
118,22.28143,114.22094,"Hong Kong, Sai Wan Ho, Shing On St, 33號柏匯10號舖地下及一樓",,Sai Wan Ho,HONG KONG ISLAND,HK,,HK-0028,+852 6828 5868,SaiWanHo@anytimefitness.hk,Sai Wan Ho
119,-34.05761,150.81257,"Unit 1, 20 Bagdally Road",,Campbelltown West,New South Wales,AU,2560,AU-1627,02 4604 5400,campbelltownwest@anytimefitness.com.au,Campbelltown West
120,32.36374,-90.14944,4924 I-55 N,,Jackson,Mississippi,US,39211,1349,(601) 321-9465,JacksonMS@anytimefitness.com,Jackson
121,34.58517,133.74076,中島254 1F,,倉敷市,岡山県,JP,〒710-0803,JP-1711,086-441-6194,af_kuranakashima696_info@anytimefitness.jp,Kurashiki Shi (倉敷中島店)
122,41.13642,-73.79198,60 Washington Ave,,Pleasantville,New York,US,10570,3333,(914)606-1368,PleasantvilleNY@anytimefitness.com,Pleasantville
123,29.57427,-98.43931,3030 Thousand Oaks,,San Antonio,Texas,US,78247,5036,210-444-9336,Sanantoniotx18@anytimefitness.com,San Antonio (Thousand Oaks)
124,41.05495,-73.81938,1 E Main St,,Elmsford,New York,US,10523,4619,914-719-5466,ElmsfordNY@anytimefitness.com,Elmsford
125,28.09966,-82.69157,4942 Ridgemoor Blvd,,Palm Harbor,Florida,US,34685,1366,(727) 330-7545,PalmHarborFL@anytimefitness.com,Palm Harbor (Eastlake)
126,45.63339162,-89.393625,1301 Lincoln Street,,Rhinelander,Wisconsin,US,54501,572,(715) 350-6964,Rhinelander@anytimefitness.com,Rhinelander
127,-37.57606,144.72786,2 Horne Street,,Sunbury,Victoria,AU,3429,AU-1133,03 8746 9166,sunbury@anytimefitness.com.au,Sunbury
128,40.57281,-84.19742,205 Defiance St,,Wapakoneta,Ohio,US,45895,3751,(567) 876-1384,WapakonetaOH@anytimefitness.com,Wapakoneta
129,39.12574,-119.77165,4530 S Carson St,,Carson City,Nevada,US,89701,2535,(775) 885-7771,CarsonCityNV@anytimefitness.com,Carson City
130,41.32968,1.67841,C/Font del Cuscó,,Vilafranca del Penedés,Catalonia,ES,08720,SP-0107,,,Vilafranca del Penedés
131,39.78613,-104.88161,9165 E Northfield Blvd,,Denver,Colorado,US,80238,4147,(720) 242-9948,NorthfieldCO@anytimefitness.com,Denver (Northfield)
132,35.60844,140.11802,中央区富士見2-22-2 千葉中央駅前ビル 1F,,千葉市,千葉県,JP,〒260-0015,JP-2546,043-306-6813,af_chibafujimi781_info@anytimefitness.jp,千葉市 (千葉富士見店)
133,39.80546,-75.50575,1812 Marsh Rd,,Wilmington,Delaware,US,19810,1383,(302) 475-2400,WilmingtonDE@anytimefitness.com,Wilmington (Marsh Road)
134,45.319645,-75.594273,4744 Bank St,,Ottawa,Ontario,CA,K1T 0K8,4917,343 546 7999,findlaycreekottawa@anytimefitness.ca,Ottawa (Findlay Creek)
135,-34.23188,150.58631,2 Stratford Rd,,Tahmoor,New South Wales,AU,2560,AU-1535,02 4683 2297,tahmoor@anytimefitness.com.au,Tahmoor
136,36.040337,-90.511475,1700 Linwood Dr,,Paragould,Arkansas,US,72450,1392,(870) 236-1551,ParagouldAR@anytimefitness.com,Paragould
137,41.4250285,-87.335034,10645 Broadway,,Crown Point,Indiana,US,46307,216,(219) 662-2818,CrownpointIN@anytimefitness.com,Crown Point
138,44.96028,-92.96182,7077 10th St N,,Oakdale,Minnesota,US,55128,253,(651) 702-6500,Oakdale@anytimefitness.com,Oakdale
139,35.87821,140.00624,つくし野4-1-2 2F,,我孫子市,千葉県,JP,〒270-1164,JP-2751,04-7136-7906,af_abiko986_info@anytimefitness.jp,我孫子市 (フォルテ我孫子店)
140,-17.0193,145.7284,7-11 Walker Road,,Edmonton,Queensland,AU,4869,AU-1373,0742421610,edmonton@anytimefitness.com.au,Edmonton
141,1.33303,103.9022,"1 Kaki Bukit Rd 1, Singapore 415934",,Singapore,South East,SG,,SG-0183,,KakiBukit@anytimefitness.sg,Kaki Bukit
142,51.46401,-0.17005,276 – 288 Lavender Hill,,London (Clapham Junction),Greater London,GB,SW11 1LJ,UK-0484,0203 780 9559,claphamjunction@anytimefitness.co.uk,London (Clapham Junction)
143,29.96102,-90.03818,3817 Chartres St,,New Orleans,Louisiana,US,70117,1393,(504) 309-0011,NewOrleansLA8@anytimefitness.com,New Orleans (3817 Chartres Street)
144,32.954063,-96.856768,2741 East Belt Line Rd,,Carrollton,Texas,US,75006,5064,972-947-8998,CarrolltonTX3@anytimefitness.com,Carrollton
145,34.04422,134.56947,新浜本町2-2-5 1F,,徳島市,徳島県,JP,〒770-8007,JP-1720,088-678-4456,af_tokushinhama708_info@anytimefitness.jp,徳島市 (徳島新浜店)
146,36.16389,139.54513,南6-21-8 1F,,羽生市,埼玉県,JP,〒348-0053,JP-1660,048-577-8183,af_hanyu649_info@anytimefitness.jp,羽生市 (羽生店)
147,49.82758,-119.62884,2475 Dobbin Rd,,West Kelowna,British Columbia,CA,V4T 2E9,3746,+1 (778) 392-3723,WestKelownaBC@anytimefitness.ca,West Kelowna
148,-32.92417,151.62366,14/14 Superior Ave,,Edgeworth,New South Wales,AU,2285,AU-1058,02 4953 0209,edgeworth@anytimefitness.com.au,Edgeworth
149,-37.76611,144.95872,2 Percy Street,,Brunswick,Victoria,AU,3056,AU-1363,0432 217 125,brunswick@anytimefitness.com.au,Brunswick
150,33.87925,130.72635,八幡西区本城2-1-47 2F,,北九州市,福岡県,JP,〒807-0801,JP-1285,093-482-5023,af_honjo271_info@anytimefitness.jp,北九州市 (本城店)
151,-32.7625,151.59366,Unit 2 / 11 Molly Morgan Dr,,Green Hills,New South Wales,AU,2323,AU-1065,02 49331000,greenhills@anytimefitness.com.au,Green Hills
152,-38.07659,145.48375,50 - 54 John Street,,Pakenham,Victoria,AU,3810,AU-1234,03 5941 9648,pakenham@anytimefitness.com.au,Pakenham
153,32.449014,-93.654018,5390 Barksdale Blvd,,Bossier City,Louisiana,US,71112,427,(318) 746-1886,SoBossierCityLA@anytimefitness.com,Bossier City (Barksdale)
154,51.9778,-0.22745,36 Gernon Road,,Letchworth,East of England,GB,SG6 3DU,UK-0096,01462 601247,letchworth@anytimefitness.co.uk,Letchworth
155,43.58701,-89.81433,69 Commerce St,,Wisconsin Dells,Wisconsin,US,53965,3248,(608) 253-1333,WisconsinDellsWI@anytimefitness.com,Wisconsin Dells
156,37.89696,139.00631,西区青山2-4-1 1F,,新潟市,新潟県,JP,〒950-2002,JP-1493,025-378-4911,af_niigataaoyama483_info@anytimefitness.jp,新潟市 (新潟青山店)
157,29.90644,-90.05375,1729 Lafayette St,,Gretna,Louisiana,US,70053,1411,(504) 218-5104,GretnaLA@anytimefitness.com,Gretna
158,32.53473,-94.7893,100 Kate St,,Longview,Texas,US,75604,1063,(903) 291-9500,LongviewTX3@anytimefitness.com,Longview (100 Kate Street)
159,1.32432,103.93606,"Bedok community center, 850 , #02-22, New Upper Changi Road",,Bedok District,South West,SG,467352,SG-0073,+65-88092291,BedokSouth@anytimefitness.sg,Bedok South Bedok CC
160,50.83971,-1.78199,Piquet House,,Ringwood,South West,GB,BH24 3FH,UK-0406,01425 600 247,ringwood@anytimefitness.co.uk,Ringwood
161,38.93613,-119.74061,1352 Hwy 395,,Gardnerville,Nevada,US,89410,2667,(775) 783-5130,GardnervilleNV@anytimefitness.com,Gardnerville
