,id,title,latitude,longitude,address,address2,city,state,zip,country,phone,email,url,join_online_url,facebook_url,facebook_handle,instagram_url,instagram_handle
13,324,Braintree,42.19124,-70.98731,294 Grove Street,,Braintree,MA,02184,US,781.818.4171,manager@crunchbraintree.com,braintree,,https://www.facebook.com/CrunchBraintree/,@CrunchBraintree,https://www.instagram.com/crunchbraintree,@CrunchBraintree
14,249,Hudson,42.380302,-71.568996,205 Washington Street,,Hudson,MA,01749,US,978.293.3633,manager@crunchhudson.com,hudson,,http://www.Facebook.com/CrunchHudsonMA,CrunchHudsonMA,https://www.instagram.com/crunchhudsonma,CrunchHudsonma
15,379,Brockton,42.07459,-71.0437,85 Torrey Street,,Brockton,MA,02301,US,508.203.1884,info@crunchbrockton.com,brockton,,https://www.facebook.com/CrunchBrockton,CrunchBrockton,https://www.instagram.com/crunchbrockton/,@crunchbrockton
16,245,Gold Star Blvd - Worcester,42.287952,-71.802717,40 Millbrook Street,,Worcester,MA,01606,US,508.757.3900,manager@crunchworcester.com,worcester,,http://www.Facebook.com/CrunchWorcester,CrunchWorcester,https://www.instagram.com/crunchworcester/,CrunchWorcester
17,368,Worcester East,42.24738,-71.76093,877 Grafton St,,Worcester,MA,01604,US,774.312.6228,manager@crunchworcestereast.com,worcestereast,,https://www.facebook.com/crunchworcestereast,crunchworcestereast,https://www.instagram.com/crunchworcestereast,crunchworcestereast
18,183,Vancouver Plaza,45.648807,-122.595595,7701 NE Vancouver Plaza,,Vancouver,WA,98662,US,503.227.8624,VancouverPlaza@CrunchOR-WA.com,vancouver-plaza,,https://www.facebook.com/CrunchVancouverPlaza,@CrunchVancouverPlaza,,
19,173,Aloha,45.48188,-122.86017,17810 SW Kinnaman Road,,Aloha,OR,97078,US,503.227.8624,info@crunchaloha.com,aloha,,http://www.Facebook.com/CrunchAloha,CrunchAloha,https://www.instagram.com/crunchaloha,@CrunchAloha
20,492,Swansea,41.75556,-71.21853,262 Swansea Mall Drive,,Swansea,MA,02777,US,774.955.5361,info@crunchswansea.com,swansea,,https://www.facebook.com/CrunchSwansea/,@CrunchSwansea,https://www.instagram.com/crunchswansea,@CrunchSwansea
21,310,Schenectady,42.785155,-73.94455,1400 Altamont Avenue,,Schenectady,NY,12303,US,518.250.9993,manager@crunchschenectady.com,schenectady,,https://www.facebook.com/CrunchSchenectady/,CrunchSchenectady,https://www.instagram.com/CrunchSchenectady,CrunchSchenectady
22,9,Beaverton,45.4565,-122.78626,8585 SW Cascade Ave,,Beaverton,OR,97008,US,503.227.8624,info@crunchbeaverton.com,beaverton,,http://www.Facebook.com/CrunchBeaverton,CrunchBeaverton,https://www.instagram.com/crunchbeaverton/,@CrunchBeaverton
23,36,Division,45.5041,-122.53863,12112 SE Division St,,Portland,OR,97236,US,503.227.8624,info@crunchdivision.com,division,,http://www.Facebook.com/CrunchDivision,CrunchDivision,https://www.instagram.com/crunchdivision/,@CrunchDivision
24,275,Fall River,41.671733,-71.161143,450 William S Canning Blvd,,Fall River,MA,02721,US,508.281.1264,manager@crunchfallriver.com,fall-river,,https://www.facebook.com/CrunchFallRiver,CrunchFallRiver,https://www.instagram.com/crunchfallriver/,@CrunchFallRiver
25,525,"Springfield, MA",42.08003,-72.52723,433 N. Main Street,,East Longmeadow,MA,01028,US,413.264.5447,manager@crunchspringfieldma.com,springfield-ma,,https://www.facebook.com/crunchspringfieldma,@Crunchspringfieldma,https://www.instagram.com/crunchspringfieldma,@CrunchEastspringfieldma
26,554,Cicero,43.14806,-76.116119,5863 East Circle Drive,,Cicero,NY,13039,US,315.458.7100,manager@crunchcicerony.com,cicero,,https://www.facebook.com/CrunchCicero/,CrunchCicero,https://www.instagram.com/crunchcicero,@crunchcicero
27,343,Dewitt,43.049598,-76.124815,3179 Erie Blvd East,,Syracuse,NY,13214,US,315.449.0626,manager@crunchdewitt.com,dewitt,,https://www.facebook.com/CrunchDewitt,CrunchDewitt,https://www.instagram.com/Crunch.Dewitt,Crunch.Dewitt
28,555,Fairmount,43.049795,-76.231641,3440 West Genesee St,,Syracuse,NY,13219,US,315.484.1000,manager@crunchfairmountny.com,fairmount,,https://www.facebook.com/CrunchFairmount/,CrunchFairmount,https://www.instagram.com/crunchfairmount/,@crunchfairmount
29,507,Fargo,46.8632,-96.86382,4603 13th Ave S,,Fargo,ND,58102,US,701.997.6299,info@crunchfargo.com,fargo,,https://www.facebook.com/CrunchFargo/,CrunchFargo,https://instagram.com/crunchfargo,@crunchfargo
30,109,Poughkeepsie,41.64372,-73.92484,2 Neptune Rd,,Poughkeepsie,NY,12601,US,845.462.2200,manager@crunchpoughkeepsie.com,poughkeepsie,,http://www.Facebook.com/CrunchPoughkeepsie,CrunchPoughkeepsie,https://www.instagram.com/crunchpoughkeepsie/,@CrunchPoughkeepsie
31,539,Ithaca,42.42932,-76.51309,131 Fairgrounds Memorial Pkwy,,Ithaca,NY,14850,US,607.645.4120,manager@crunchithaca.com,ithaca,,https://www.facebook.com/crunchIthaca,@CrunchIthaca,https://instagram.com/CrunchIthaca,@CrunchIthaca
32,201,Niagara Falls,43.102922,-78.97741,2429 Military Rd,,Niagara Falls,NY,14304,US,716.297.5107,manager@crunchniagara.com,niagara-falls,,https://www.facebook.com/CrunchNiagaraFalls/,CrunchNiagaraFalls,https://www.instagram.com/crunchniagarafalls,@CrunchNiagaraFalls
33,576,Eugene-Springfield,44.0739,-123.04529,3000 Gateway St,,Eugene-Springfield,OR,97477,US,458.275.0399,info@cruncheugene.com,eugene,,https://www.facebook.com/cruncheugene,@CrunchEugene,https://instagram.com/cruncheugene,@CrunchEugene
34,199,Tonawanda,42.999685,-78.858966,1000 Young Street,,Tonawanda,NY,14150,US,716.693.4141,manager@crunchtonawanda.com,tonawanda,,https://www.facebook.com/CrunchTonawanda,CrunchTonawanda,https://www.instagram.com/crunchtonawanda,@CrunchTonawanda
35,3,Amherst,42.98011,-78.80933,3366 Sheridan Dr,,Amherst,NY,14226,US,716.836.3200,manager@crunchamherst.com,amherst,,http://www.Facebook.com/CrunchAmherst,CrunchAmherst,https://www.instagram.com/crunchamherst/,@CrunchAmherst
36,203,Cheektowaga,42.916214,-78.737339,540 Dick Road,,Cheektowaga,NY,14043,US,716.681.7535,manager@crunchcheektowaga.com,cheektowaga,,https://www.facebook.com/CrunchCheektowaga/,CrunchCheektowaga,https://www.instagram.com/crunchcheektowaga,@CrunchCheektowaga
37,270,Middletown,41.451007,-74.382012,109 Dunning Road,,Middletown,NY,10940,US,845.243.6969,manager@crunchmiddletown.com,middletown,,http://www.Facebook.com/CrunchMiddletown,CrunchMiddletown,https://www.instagram.com/crunchmiddletown,@CrunchMiddletown
38,94,Norwalk,41.09362,-73.4524,770 Connecticut Ave,,Norwalk,CT,06854,US,203.939.1623,manager@crunchnorwalk.com,norwalk,,http://www.Facebook.com/CrunchNorwalk,CrunchNorwalk,https://www.instagram.com/crunchfitnessnorwalk/,@CrunchFitnessNorwalk
39,315,Lake Grove,40.861644,-73.124116,3174 Middle Country Road,,Lake Grove,NY,11755,US,631.246.4562,info@crunchlakegrove.com,lake-grove,,https://www.facebook.com/CrunchLakeGrove,CrunchLakeGrove,https://www.instagram.com/Crunch_LakeGrove,Crunch_LakeGrove
40,553,New City,41.15439,-73.9873,180 North Main Street,,New City,NY,10956,US,845.999.3312,manager@crunchnewcity.com,new-city,,https://www.facebook.com/CrunchNewCity/,CrunchNewCity,https://www.instagram.com/crunchnewcity,@crunchnewcity
41,200,Hamburg,42.752305,-78.858723,4950 Camp Rd,,Hamburg,NY,14075,US,716.646.4141,manager@crunchhamburg.com,hamburg,,https://www.facebook.com/CrunchHamburg,CrunchHamburg,https://www.instagram.com/crunchhamburg,@CrunchHamburg
42,384,Hauppauge,40.81636,-73.19357,1225 Veterans Memorial Highway,,Hauppauge,NY,11788,US,631.406.6159,Manager@crunchhauppauge.com,hauppauge,,https://www.facebook.com/CrunchHauppauge/,CrunchHauppauge,https://www.instagram.com/Crunch.Hauppauge/,Crunch.Hauppauge
43,604,St. Cloud,45.55508,-94.20967,4101 West Division Street,,St Cloud,MN,56301,US,320.433.3899,info@crunchstcloud.com,st-cloud,,https://www.facebook.com/crunchstcloud,@CrunchStCloud,https://instagram.com/crunchstcloud,@CrunchStCloud
44,157,West Babylon,40.70248,-73.34205,369 Little East Neck Rd,,West Babylon,NY,11704,US,631.620.3990,manager@crunchwestbabylon.com,west-babylon,,http://www.Facebook.com/CrunchWestBabylon,CrunchWestBabylon,https://www.instagram.com/crunch_westbabylon/,@Crunch_WestBabylon
45,102,Paramus,40.9619,-74.07132,600 Winters Ave,,Paramus,NJ,07652,US,201.634.0400,manager@crunchparamus.com,paramus,,https://www.Facebook.com/CrunchParamus,CrunchParamus,https://www.instagram.com/crunch_paramus/,@Crunch_Paramus
46,212,Midland Park,40.984447,-74.139272,85 Godwin Ave,,Midland Park,NJ,07432,US,201.444.4041,manager@crunchmidlandpark.com,midland-park,,https://www.facebook.com/CrunchMidlandPark,MidlandPark,,
47,95,Norwood,40.87281,-73.87463,3170 Webster Ave,,Bronx,NY,10467,US,718.515.0110,manager@crunchnorwood.com,norwood,,http://www.Facebook.com/CrunchNorwood,CrunchNorwood,https://www.instagram.com/crunchnorwood/,@CrunchNorwood
48,416,East Meadow,40.72517,-73.5427,2501 Hempstead Turnpike,,East Meadow,NY,11554,US,516.495.4430,info@cruncheastmeadow.com,east-meadow,,https://www.facebook.com/CrunchEastMeadow/,CrunchEastMeadow,https://www.instagram.com/CrunchEastMeadow,CrunchEastMeadow
49,694,Inwood,40.864021,-73.917311,401 W. 207th St,,New York,NY,10034,US,212.567.5890,info@crunchinwood.com,inwood,,http://www.Facebook.com/CrunchInwood,CrunchInwood,https://www.instagram.com/crunchinwood/,@CrunchInwood
50,339,Amityville,40.671481,-73.418509,104 Merrick Road,,Amityville,NY,11701,US,631.608.9015,manager@crunchamityville.com,amityville,,https://www.facebook.com/CrunchAmityville,CrunchAmityville,https://www.instagram.com/Crunch_Amityville,Crunch_Amityville
51,11,Bellmore,40.6685,-73.53101,2212 Centre Ave,,Bellmore,NY,11710,US,516.221.4000,manager@crunchbellmore.com,bellmore,,http://www.Facebook.com/CrunchBellmore,CrunchBellmore,https://www.instagram.com/crunch_bellmore/,@Crunch_Bellmore
52,294,Clifton,40.87152,-74.15497,895 Paulison Avenue,,Clifton,NJ,07011,US,973.553.9470,info@crunchclifton.com,clifton,,https://www.facebook.com/CrunchClifton/,CrunchClifton,https://www.instagram.com/CrunchClifton/,CrunchClifton
53,127,Scranton,41.40791,-75.66792,300 Lackawanna Ave,,Scranton,PA,18503,US,570.955.0881,manager@crunchscranton.com,scranton,,http://www.Facebook.com/CrunchScranton,CrunchScranton,https://www.instagram.com/crunchscranton/,@CrunchScranton
54,89,North Bergen,40.80427,-74.01208,2819 Kennedy Blvd,,North Bergen,NJ,07047,US,201.863.7000,manager@crunchnorthbergen.com,north-bergen,,http://www.Facebook.com/CrunchNorthBergen,CrunchNorthBergen,https://www.instagram.com/crunchnorthbergen/,@CrunchNorthBergen
55,152,W 83rd St,40.78535,-73.97575,162 W 83rd St,,New York,NY,10024,US,212.875.1902,83rdstreetmanager@crunch.com,w-83rd-st,,https://www.facebook.com/Crunch83rd,@Crunch83rdSt,https://www.instagram.com/crunch83rd,@Crunch83rd
56,40,E 81st St,40.77601,-73.95642,1438 3rd Ave,,New York,NY,10028,US,212.879.6013,81ststreetmanager@crunch.com,e-81st-st,,http://www.Facebook.com/Crunch81stSt/,@Crunch81stSt,https://www.instagram.com/crunch81st/,@Crunch81st
57,39,E 66th St,40.76612,-73.96502,1131 Third Ave,,New York,NY,10065,US,646.747.1810,66thstreetmanager@crunch.com,e-66th-st,,http://www.facebook.com/Crunch66thst/,@Crunch66thSt,https://www.instagram.com/crunch66th/,@Crunch66th
58,38,E 59th St,40.76037,-73.96474,1109 2nd Ave,,New York,NY,10022,US,212.758.3434,59thstreetmanager@crunch.com,e-59th-st,,https://www.facebook.com/Crunch59th/,@Crunch59thSt,https://www.instagram.com/crunch59th/,@Crunch59th
59,151,W 54th St,40.76446,-73.98349,250A W 54th St,,New York,NY,10019,US,212.307.7760,54thstreetmanager@crunch.com,w-54th-st,,https://www.facebook.com/Crunch54th,@Crunch54thSt,https://www.instagram.com/crunch54th,@Crunch54th
60,373,Midtown East,40.7551,-73.9732,511 Lexington Ave,,New York,NY,10017,US,212.448.7330,midtowneastmanagers@crunch.com,midtown-east,,https://www.facebook.com/CrunchMidtownEast/,@CrunchMidtownEast,https://www.instagram.com/crunchmidtowneast,@CrunchMidtownEast
61,342,Rochdale,40.6798,-73.77473,166-10 Baisley Boulevard,Floor 2,Jamaica,NY,11434,US,718.413.4785,manager@crunchrochdale.com,rochdale,,https://www.facebook.com/crunchrochdale,CrunchRochdale,https://www.instagram.com/crunchrochdale,CrunchRochdale
62,113,Richmond Hill,40.69871,-73.834,115-02 Jamaica Ave,,Queens,NY,11418,US,646.780.2050,manager@crunchrichmondhill.com,richmond-hill,,http://www.Facebook.com/CrunchRichmondHill,CrunchRichmondHill,https://www.instagram.com/crunchrichmondhill,@CrunchRichmondHill
63,150,W 38th St,40.75329,-73.98826,1385 Broadway,,New York,NY,10018,US,212.869.7788,38thstreetmanager@crunch.com,w-38th-st,,https://www.facebook.com/Crunch38th,@Crunch38thSt,https://www.instagram.com/crunch38th,@Crunch38th
64,37,E 34th St,40.74494,-73.977,222 E 34th St,,New York,NY,10016,US,212.545.9757,34thstreetmanager@crunch.com,e-34th-st,,https://www.facebook.com/Crunch34th,@Crunch34thSt,https://www.instagram.com/crunch34th/,@Crunch34th
65,628,Green Bay,44.52304,-88.0625,1535 W. Mason Street,,Green Bay,WI,54303,US,920.416.7922,manager@CrunchGreenBay.com,green-bay,,https://facebook.com/crunchgreenbay,@CrunchGreenBay,https://www.instagram.com/crunchgreenbay/,@CrunchGreenBay
66,399,Verona,40.83454,-74.2268,309 Pompton Ave,,Verona,NJ,07044,US,973.857.2500,manager@crunchverona.com,verona,,https://facebook.com/CrunchVerona/,CrunchVerona,https://instagram.com/CrunchVerona/,CrunchVerona
67,57,Greenpoint,40.72841,-73.9539,825 Manhattan Ave,,Brooklyn,NY,11222,US,718.732.8222,manager@crunchgreenpoint.com,greenpoint,,http://www.Facebook.com/CrunchGreenpoint,CrunchGreenpoint,https://www.instagram.com/crunchgreenpoint,@CrunchGreenpoint
68,148,Chelsea,40.742,-73.99835,220 W 19th St,,New York,NY,10011,US,212.370.0998,Chelseamanager@crunch.com,chelsea,,https://www.facebook.com/CrunchChelseaNYC,@CrunchChelseaNYC,https://www.instagram.com/crunchChelseaNYC,@CrunchChelseaNYC
69,144,Union Square,40.7328,-73.98983,113 4th Ave,,New York,NY,10003,US,212.533.0001,unionsquaremanager@crunch.com,union-square,,http://www.Facebook.com/CrunchUnionSquare/,@CrunchUnionSquare,https://www.instagram.com/crunchunionsquare,@CrunchUnionSquare
70,16,Bowery,40.72741,-73.9918,2 Cooper Sq,,New York,NY,10003,US,212.614.0120,bowerymanager@crunch.com,bowery,,http://www.Facebook.com/CrunchBowery/,@CrunchBowery,https://www.instagram.com/crunchbowery,@CrunchBowery
71,352,Parsippany,40.85829,-74.34791,790 US-46,,Parsippany,NJ,07054,US,973.794.3652,manager@crunchparsippany.com,parsippany,,,,,
72,64,Hoboken,40.73739,-74.02765,113 River Street,,Hoboken,NJ,07030,US,201.656.9989,hobokenmanager@crunch.com,hoboken,,http://www.Facebook.com/CrunchHoboken/,@CrunchHoboken,https://www.instagram.com/crunchhoboken/,@CrunchHoboken
73,142,Tribeca,40.71719,-74.00511,80 Leonard St,,New York,NY,10013,US,212.966.5432,tribecamanager@crunch.com,tribeca,,http://www.Facebook.com/CrunchTribeca/,@CrunchTribeca,https://www.instagram.com/crunchtribeca,@CrunchTribeca
74,243,FiDi,40.7086108,-74.010121321,140 Broadway,,New York,NY,10005,US,212.308.5824,fidimanager@crunch.com,fidi,,https://www.facebook.com/CrunchFiDi,@CrunchFiDi,https://www.instagram.com/crunchfidi/,@CrunchFidi
75,53,Ft Greene,40.68771,-73.97793,691 Fulton St,,Brooklyn,NY,11217,US,718.797.9464,ftgreenemanager@crunch.com,ft-greene,,http://www.Facebook.com/CrunchFtGreene/,@CrunchFtGreene,https://www.instagram.com/crunchftgreene/,@CrunchFtGreene
76,385,Blaine,45.196049,-93.231567,12420 Aberdeen St NE,,Blaine,MN,55449,US,763.373.3773,info@crunchblaine.com,blaine,,https://www.facebook.com/CrunchBlaine/,CrunchBlaine,https://www.instagram.com/crunchblaine/,@crunchblaine
77,32,Crown Heights,40.66324,-73.93297,842 Lefferts Ave,,Brooklyn,NY,11203,US,718.369.1007,manager@crunchcrownheights.com,crown-heights,,http://www.Facebook.com/CrunchCrownHeights,CrunchCrownHeights,https://www.instagram.com/crunchcrownheights/,@CrunchCrownHeights
78,104,Park Slope,40.6769,-73.97244,314 Flatbush Ave,,Brooklyn,NY,11238,US,718.783.5152,parkslopemanager@crunch.com,park-slope,,https://www.instagram.com/crunchgym/,https://www.facebook.com/CrunchParkSlope,https://www.instagram.com/crunchparkslope/,@CrunchParkSlope
79,214,South Slope,40.6655929,-73.98891559999998,555 5th Avenue,,Brooklyn,NY,11215,US,718.707.9400,southslopemanager@crunch.com,south-slope,,https://www.facebook.com/CrunchSouthSlope,@CrunchSouthSlope,https://www.instagram.com/crunchsouthslope,@CrunchSouthSlope
80,544,Livingston,40.79666,-74.35371,585 W Mt Pleasant Ave,,Livingston,NJ,07039,US,973.577.3152,manager@crunchlivingston.com,livingston,,https://www.facebook.com/CrunchLivingston,@CrunchLivingston,https://instagram.com/CrunchLivingston,@CrunchLivingston
81,49,Flatbush,40.64574,-73.95825,1038 Flatbush Ave,,Brooklyn,NY,11226,US,718.218.4618,manager@crunchflatbush.com,flatbush,,https://www.facebook.com/CrunchFlatbush,CrunchFlatbush,https://www.instagram.com/CrunchFlatbush,CrunchFlatbush
82,133,Stanhope,40.90915,-74.71197,110 State Route 183 South,,Stanhope,NJ,07874,US,973.691.6900,manager@crunchstanhope.com,stanhope,,http://www.Facebook.com/CrunchStanhope,CrunchStanhope,https://www.instagram.com/crunchstanhope/,@CrunchStanhope
83,361,Morristown,40.797699,-74.50119,118 Headquarters Plaza,,Morristown,NJ,07960,US,973.644.9590,info@crunchmorristown.com,morristown,,http://www.Facebook.com/CrunchMorristown,CrunchMorristown,,
84,134,Staten Island,40.63351,-74.07586,364 Bay St,,Staten Island,NY,10301,US,718.816.7800,manager@crunchstatenisland.com,staten-island,,http://www.Facebook.com/CrunchStatenIsland,CrunchStatenIsland,https://www.instagram.com/CrunchStatenIsland,@CrunchStatenIsland
85,438,Maple Grove,45.136231,-93.477508,15500 Grove Circle N,,Maple Grove,MN,55369,US,763.453.3976,info@crunchmaplegrove.com,maple-grove,,https://www.facebook.com/CrunchMapleGrove,@CrunchMapleGrove,https://www.instagram.com/crunchmaplegrove,@CrunchMapleGrove
86,495,Springfield,40.710315,-74.310955,215 Morris Avenue,,Springfield,NJ,07081,US,908.443.7039,info@crunchspringfield.com,springfield,,https://www.facebook.com/CrunchSpringfield/,CrunchSpringfield,https://www.instagram.com/CrunchSpringfield/,@CrunchSpringfield
87,401,Bensonhurst,40.593102,-73.997528,1736 Shore Parkway,,Brooklyn,NY,11214,US,929.459.2112,manager@crunchbensonhurst.com,bensonhurst,,https://www.facebook.com/CrunchBensonhurst,@CrunchBensonhurst,https://www.instagram.com/CrunchBensonhurst,@CrunchBensonhurst
88,505,Wilkes Barre,41.2467,-75.84814,101 Wyoming Valley Mall,#900,Wilkes Barre,PA,18702,US,570.931.8800,info@crunchwilkesbarre.com,wilkes-barre,,https://www.facebook.com/CrunchWilkesBarre,@CrunchWilkesBarre,https://www.instagram.com/CrunchWilkesBarre,@CrunchWilkesBarre
89,54,Garwood,40.65224,-74.32307,300 South Ave,,Garwood,NJ,07027,US,908.789.0900,manager@crunchgarwood.com,garwood,,http://www.Facebook.com/CrunchGarwood,CrunchGarwood,https://www.instagram.com/crunchgarwood/,@CrunchGarwood
90,552,Hackettstown,40.82743,-74.83287,2045 NJ-57,,Hackettstown,NJ,07840,US,908.852.4141,manager@crunchhackettstown.com,hackettstown,,,,https://www.instagram.com/crunchhackettstown/,@crunchhackettstown
91,396,Staten Island South,40.58633,-74.19388,300 West Service Road,,Staten Island,NY,10314,US,347.861.7333,manager@crunchsisouth.com,si-south,,https://www.facebook.com/CrunchStatenIslandSouth,CrunchStatenIslandSouth,https://www.facebook.com/CrunchSISouth,@CrunchSISouth
92,160,Woodbridge,40.56654,-74.28781,789 St Georges Ave,,Woodbridge,NJ,07095,US,732.510.1400,manager@crunchwoodbridge.com,woodbridge,,http://www.Facebook.com/CrunchWoodbridge,CrunchWoodbridge,,
93,276,Green Brook,40.588098,-74.507967,17 King George Rd,,Green Brook,NJ,08812,US,732.356.6900,info@crunchgreenbrook.com,greenbrook,,https://www.facebook.com/CrunchGreenBrook,CrunchGreenBrook,https://www.instagram.com/CrunchGreenBrook,CrunchGreenBrook
94,5,Appleton,44.23972,-88.3607,2500 South Kensington Dr,,Appleton,WI,54915,US,920.750.6199,manager@crunchappleton.com,appleton,,http://www.Facebook.com/CrunchAppleton,CrunchAppleton,,
95,131,Somerset,40.51328,-74.48639,960 Easton Ave,,Somerset,NJ,08873,US,732.325.0203,manager@crunchsomerset.com,somerset,,https://www.facebook.com/CrunchSomerset,CrunchSomerset,https://www.instagram.com/crunch.somerset/,@Crunch.Somerset
96,78,Marlboro,40.38348,-74.21349,34 Route 9,,Morganville,NJ,07751,US,732.970.1007,info@crunchmarlboro.com,marlboro,,https://www.facebook.com/CrunchMarlboro,CrunchMarlboro,,
97,646,Tinton Falls,40.312179,-74.067041,980 Shrewsbury Ave,,Tinton Falls,NJ,07724,US,732.389.8500,manager@crunchtintonfalls.com,tinton-falls,,https://facebook.com/crunchtintonfalls,@CrunchTintonFalls,https://www.instagram.com/crunchtintonfalls/,@CrunchTintonFalls
98,374,East Brunswick,40.431,-74.38838,645 Route 18,,East Brunswick,NJ,08816,US,973.671.1798,manager@cruncheastbrunswick.com,east-brunswick,,,,https://www.instagram.com/cruncheastbrunswick/,cruncheastbrunswick
99,90,North Brunswick,40.43762,-74.50863,2421 US 1,,North Brunswick,NJ,08902,US,732.839.0606,manager@crunchnorthbrunswick.com,north-brunswick,,http://www.Facebook.com/CrunchNorthBrunswick,CrunchNorthBrunswick,https://www.instagram.com/crunch_nb/,@Crunch_NB
100,645,Ocean Township,40.227242,-74.043358,"2345 State Route 66, Seaview Square Mall",,Ocean Township,NJ,07712,US,732.695.0663,manager@crunchoceantownship.com,ocean-township,,https://facebook.com/crunchoceantownship,@CrunchOceanTownship,https://www.instagram.com/crunchoceantownship/,@CrunchOceanTownship
101,648,South Marlboro,40.303674,-74.251083,79 S Main St,,Marlboro,NJ,07746,US,732.298.6300,manager@CrunchSouthMarlboro.com,south-marlboro,,https://facebook.com/crunchsouthmarlboro,@CrunchSouthMarlboro,https://www.instagram.com/crunchsouthmarlboro/,@CrunchSouthMarlboro
102,644,Wall Township,40.16534,-74.049316,1825 NJ-35,,Wall Township,NJ,07719,US,732.749.8400,manager@crunchwalltownship.com,wall-township,,,,,
103,647,Freehold,40.2467,-74.279877,3681 US-9,,Freehold,NJ,07728,US,732.683.1313,manager@CrunchFreehold.com,freehold,,https://facebook.com/crunchfreehold,@CrunchFreehold,https://www.instagram.com/crunchfreehold/,@CrunchFreehold
104,588,Erie,42.10117,-80.10457,1520 W 26th Street,,Erie,PA,16508,US,814.840.1300,info@cruncherie.com,erie,,https://www.facebook.com/crunchcerie,CrunchEriePA,https://instagram.com/crunch.erie,Crunch.Erie
105,377,East Windsor,40.25653,-74.55009,761 NJ-33,,East Windsor,NJ,08520,US,609.371.7111,manager@cruncheastwindsor.com,east-windsor,,https://www.facebook.com/cruncheastwindsor,@CrunchEastWindsor,https://instagram.com/crunch_eastwindsor,@Crunch_EastWindsor
106,141,Toms River,39.98138,-74.13995,1001 Fischer Blvd,,Toms River,NJ,08753,US,732.831.4617,manager@crunchtomsriver.com,toms-river,,http://www.Facebook.com/CrunchTomsRiver,CrunchTomsRiver,,
